Time [s],Packet ID,MOSI,MISO
2.475415375,625,'0' (0x00),@ (0x40)
2.47544925,626,'128' (0x80),'15' (0x0F)
2.4754555,626,'15' (0x0F),'15' (0x0F)
2.47546175,626,'1' (0x01),'15' (0x0F)
2.475468125,626,7 (0x37),'15' (0x0F)
2.47547425,626,'0' (0x00),'15' (0x0F)
2.47548175,626,L (0x4C),'15' (0x0F)
2.475489,626,O (0x4F),'15' (0x0F)
2.475496375,626,: (0x3A),'15' (0x0F)
2.475503625,626,2 (0x32),'15' (0x0F)
2.475511,626,9 (0x39),'15' (0x0F)
2.475518375,626,m (0x6D),'15' (0x0F)
2.475525625,626,' ' (0x20),'15' (0x0F)
2.475533,626,B (0x42),'15' (0x0F)
2.47554025,626,A (0x41),'15' (0x0F)
2.475547625,626,T (0x54),'15' (0x0F)
2.475554875,626,: (0x3A),'15' (0x0F)
2.47556225,626,v (0x76),'15' (0x0F)
2.475600375,627,'1' (0x01),'15' (0x0F)
2.4756065,627,'0' (0x00),'4' (0x04)
2.47564375,628,'129' (0x81),'15' (0x0F)
2.475650125,628,'12' (0x0C),'4' (0x04)
2.475702,629,'1' (0x01),'15' (0x0F)
2.475708125,629,'0' (0x00),'12' (0x0C)
2.475745375,630,'129' (0x81),'15' (0x0F)
2.47575175,630,'4' (0x04),'12' (0x0C)
2.475795375,631,'1' (0x01),'15' (0x0F)
2.4758015,631,'0' (0x00),'12' (0x0C)
2.47583875,632,'129' (0x81),'15' (0x0F)
2.475845125,632,'0' (0x00),'12' (0x0C)
2.4765315,633,= (0x3D),'15' (0x0F)
2.47653775,633,'0' (0x00),'18' (0x12)
2.47657475,634,'189' (0xBD),'15' (0x0F)
2.47658125,634,'22' (0x16),'18' (0x12)
2.476632875,635,( (0x28),'15' (0x0F)
2.476639125,635,'0' (0x00),'0' (0x00)
2.476676375,636,'165' (0xA5),'15' (0x0F)
2.476682875,636,@ (0x40),'0' (0x00)
2.476722,637,'1' (0x01),'15' (0x0F)
2.47672825,637,'0' (0x00),'0' (0x00)
2.476765375,638,'129' (0x81),'15' (0x0F)
2.476771875,638,'16' (0x10),'0' (0x00)
2.476808125,639,' (0x27),'15' (0x0F)
2.476814375,639,'0' (0x00),'0' (0x00)
2.47685175,640,' (0x27),'15' (0x0F)
2.476858,640,'0' (0x00),'16' (0x10)
2.476895375,641,' (0x27),'15' (0x0F)
2.476901625,641,'0' (0x00),'16' (0x10)
2.476939,642,' (0x27),'15' (0x0F)
2.47694525,642,'0' (0x00),'144' (0x90)
2.476986375,643,$ (0x24),'15' (0x0F)
2.4769925,643,'0' (0x00),'255' (0xFF)
2.477033,644,'1' (0x01),'15' (0x0F)
2.47703925,644,'0' (0x00),'16' (0x10)
2.477076375,645,'129' (0x81),'15' (0x0F)
2.477082875,645,'4' (0x04),'16' (0x10)
2.4771325,646,' (0x27),'15' (0x0F)
2.47713875,646,'0' (0x00),'128' (0x80)
2.477175875,647,'165' (0xA5),'15' (0x0F)
2.477182375,647,'0' (0x00),@ (0x40)
2.47721625,648,'128' (0x80),'15' (0x0F)
2.477222625,648,'15' (0x0F),'15' (0x0F)
2.47722875,648,'1' (0x01),'15' (0x0F)
2.477235125,648,7 (0x37),'15' (0x0F)
2.477241375,648,'0' (0x00),'15' (0x0F)
2.47724875,648,L (0x4C),'15' (0x0F)
2.477256125,648,O (0x4F),'15' (0x0F)
2.477263375,648,: (0x3A),'15' (0x0F)
2.47727075,648,3 (0x33),'15' (0x0F)
2.477278,648,0 (0x30),'15' (0x0F)
2.477285375,648,m (0x6D),'15' (0x0F)
2.477292625,648,' ' (0x20),'15' (0x0F)
2.4773,648,B (0x42),'15' (0x0F)
2.47730725,648,A (0x41),'15' (0x0F)
2.477314625,648,T (0x54),'15' (0x0F)
2.477321875,648,: (0x3A),'15' (0x0F)
2.47732925,648,v (0x76),'15' (0x0F)
2.477367375,649,'1' (0x01),'15' (0x0F)
2.477373625,649,'0' (0x00),'4' (0x04)
2.47741075,650,'129' (0x81),'15' (0x0F)
2.47741725,650,'12' (0x0C),'4' (0x04)
2.477469,651,'1' (0x01),'15' (0x0F)
2.47747525,651,'0' (0x00),'12' (0x0C)
2.4775125,652,'129' (0x81),'15' (0x0F)
2.477518875,652,'4' (0x04),'12' (0x0C)
2.477562375,653,'1' (0x01),'15' (0x0F)
2.477568625,653,'0' (0x00),'12' (0x0C)
2.477605875,654,'129' (0x81),'15' (0x0F)
2.47761225,654,'0' (0x00),'12' (0x0C)
2.47829875,655,= (0x3D),'15' (0x0F)
2.478305,655,'0' (0x00),'18' (0x12)
2.478342,656,'189' (0xBD),'15' (0x0F)
2.4783485,656,'22' (0x16),'18' (0x12)
2.478400125,657,( (0x28),'15' (0x0F)
2.478406375,657,'0' (0x00),'0' (0x00)
2.478443625,658,'165' (0xA5),'15' (0x0F)
2.478450125,658,@ (0x40),'0' (0x00)
2.47848925,659,'1' (0x01),'15' (0x0F)
2.478495375,659,'0' (0x00),'0' (0x00)
2.478532625,660,'129' (0x81),'15' (0x0F)
2.478539,660,'16' (0x10),'0' (0x00)
2.47857525,661,' (0x27),'15' (0x0F)
2.4785815,661,'0' (0x00),'0' (0x00)
2.478618875,662,' (0x27),'15' (0x0F)
2.478625125,662,'0' (0x00),'16' (0x10)
2.4786625,663,' (0x27),'15' (0x0F)
2.47866875,663,'0' (0x00),'16' (0x10)
2.478706125,664,' (0x27),'15' (0x0F)
2.478712375,664,'0' (0x00),'144' (0x90)
2.4787535,665,$ (0x24),'15' (0x0F)
2.478759625,665,'0' (0x00),'255' (0xFF)
2.478800125,666,'1' (0x01),'15' (0x0F)
2.478806375,666,'0' (0x00),'16' (0x10)
2.4788435,667,'129' (0x81),'15' (0x0F)
2.47885,667,'4' (0x04),'16' (0x10)
2.478899625,668,' (0x27),'15' (0x0F)
2.47890575,668,'0' (0x00),'128' (0x80)
2.478943,669,'165' (0xA5),'15' (0x0F)
2.478949375,669,'0' (0x00),@ (0x40)
2.47898325,670,'128' (0x80),'15' (0x0F)
2.478989625,670,'15' (0x0F),'15' (0x0F)
2.478995875,670,'1' (0x01),'15' (0x0F)
2.479002125,670,7 (0x37),'15' (0x0F)
2.479008375,670,'0' (0x00),'15' (0x0F)
2.479015875,670,L (0x4C),'15' (0x0F)
2.479023125,670,O (0x4F),'15' (0x0F)
2.4790305,670,: (0x3A),'15' (0x0F)
2.47903775,670,3 (0x33),'15' (0x0F)
2.479045125,670,1 (0x31),'15' (0x0F)
2.479052375,670,m (0x6D),'15' (0x0F)
2.47905975,670,' ' (0x20),'15' (0x0F)
2.479067,670,B (0x42),'15' (0x0F)
2.479074375,670,A (0x41),'15' (0x0F)
2.479081625,670,T (0x54),'15' (0x0F)
2.479089,670,: (0x3A),'15' (0x0F)
2.47909625,670,v (0x76),'15' (0x0F)
2.4791345,671,'1' (0x01),'15' (0x0F)
2.479140625,671,'0' (0x00),'4' (0x04)
2.479177875,672,'129' (0x81),'15' (0x0F)
2.47918425,672,'12' (0x0C),'4' (0x04)
2.479236125,673,'1' (0x01),'15' (0x0F)
2.479242375,673,'0' (0x00),'12' (0x0C)
2.4792795,674,'129' (0x81),'15' (0x0F)
2.479286,674,'4' (0x04),'12' (0x0C)
2.4793295,675,'1' (0x01),'15' (0x0F)
2.47933575,675,'0' (0x00),'12' (0x0C)
2.479372875,676,'129' (0x81),'15' (0x0F)
2.479379375,676,'0' (0x00),'12' (0x0C)
2.480052375,677,= (0x3D),'15' (0x0F)
2.480058625,677,'0' (0x00),'18' (0x12)
2.48009575,678,'189' (0xBD),'15' (0x0F)
2.480102125,678,'22' (0x16),'18' (0x12)
2.480153875,679,( (0x28),'15' (0x0F)
2.48016,679,'0' (0x00),'0' (0x00)
2.48020925,680,'165' (0xA5),'15' (0x0F)
2.48021575,680,@ (0x40),'0' (0x00)
2.480254875,681,'1' (0x01),'15' (0x0F)
2.480261125,681,'0' (0x00),'0' (0x00)
2.48029825,682,'129' (0x81),'15' (0x0F)
2.48030475,682,'16' (0x10),'0' (0x00)
2.480340875,683,' (0x27),'15' (0x0F)
2.480347125,683,'0' (0x00),'0' (0x00)
2.480384625,684,' (0x27),'15' (0x0F)
2.48039075,684,'0' (0x00),'16' (0x10)
2.48042825,685,' (0x27),'15' (0x0F)
2.480434375,685,'0' (0x00),'16' (0x10)
2.480471875,686,' (0x27),'15' (0x0F)
2.480478,686,'0' (0x00),'144' (0x90)
2.480519125,687,$ (0x24),'15' (0x0F)
2.480525375,687,'0' (0x00),'255' (0xFF)
2.480565875,688,'1' (0x01),'15' (0x0F)
2.480572,688,'0' (0x00),'16' (0x10)
2.48060925,689,'129' (0x81),'15' (0x0F)
2.480615625,689,'4' (0x04),'16' (0x10)
2.48066525,690,' (0x27),'15' (0x0F)
2.4806715,690,'0' (0x00),'128' (0x80)
2.480708625,691,'165' (0xA5),'15' (0x0F)
2.480715125,691,'0' (0x00),@ (0x40)
2.480749,692,'128' (0x80),'15' (0x0F)
2.480755375,692,'15' (0x0F),'15' (0x0F)
2.480761625,692,'1' (0x01),'15' (0x0F)
2.480767875,692,7 (0x37),'15' (0x0F)
2.480774125,692,'0' (0x00),'15' (0x0F)
2.480781625,692,L (0x4C),'15' (0x0F)
2.480788875,692,O (0x4F),'15' (0x0F)
2.48079625,692,: (0x3A),'15' (0x0F)
2.4808035,692,3 (0x33),'15' (0x0F)
2.480810875,692,2 (0x32),'15' (0x0F)
2.480818125,692,m (0x6D),'15' (0x0F)
2.4808255,692,' ' (0x20),'15' (0x0F)
2.48083275,692,B (0x42),'15' (0x0F)
2.480840125,692,A (0x41),'15' (0x0F)
2.480847375,692,T (0x54),'15' (0x0F)
2.48085475,692,: (0x3A),'15' (0x0F)
2.480862,692,v (0x76),'15' (0x0F)
2.48090025,693,'1' (0x01),'15' (0x0F)
2.480906375,693,'0' (0x00),'4' (0x04)
2.480943625,694,'129' (0x81),'15' (0x0F)
2.48095,694,'12' (0x0C),'4' (0x04)
2.481001875,695,'1' (0x01),'15' (0x0F)
2.481008125,695,'0' (0x00),'12' (0x0C)
2.48104525,696,'129' (0x81),'15' (0x0F)
2.48105175,696,'4' (0x04),'12' (0x0C)
2.48109525,697,'1' (0x01),'15' (0x0F)
2.4811015,697,'0' (0x00),'12' (0x0C)
2.481138625,698,'129' (0x81),'15' (0x0F)
2.481145125,698,'0' (0x00),'12' (0x0C)
2.481818625,699,= (0x3D),'15' (0x0F)
2.481824875,699,'0' (0x00),'18' (0x12)
2.481861875,700,'189' (0xBD),'15' (0x0F)
2.481868375,700,'22' (0x16),'18' (0x12)
2.48192,701,( (0x28),'15' (0x0F)
2.48192625,701,'0' (0x00),'0' (0x00)
2.4819635,702,'165' (0xA5),'15' (0x0F)
2.481969875,702,@ (0x40),'0' (0x00)
2.482009,703,'1' (0x01),'15' (0x0F)
2.48201525,703,'0' (0x00),'0' (0x00)
2.482052375,704,'129' (0x81),'15' (0x0F)
2.482058875,704,'16' (0x10),'0' (0x00)
2.482095,705,' (0x27),'15' (0x0F)
2.48210125,705,'0' (0x00),'0' (0x00)
2.482138625,706,' (0x27),'15' (0x0F)
2.482144875,706,'0' (0x00),'16' (0x10)
2.48219425,707,' (0x27),'15' (0x0F)
2.482200375,707,'0' (0x00),'16' (0x10)
2.482237875,708,' (0x27),'15' (0x0F)
2.482244,708,'0' (0x00),'144' (0x90)
2.482285125,709,$ (0x24),'15' (0x0F)
2.482291375,709,'0' (0x00),'255' (0xFF)
2.48233175,710,'1' (0x01),'15' (0x0F)
2.482338,710,'0' (0x00),'16' (0x10)
2.482375125,711,'129' (0x81),'15' (0x0F)
2.482381625,711,'4' (0x04),'16' (0x10)
2.48243125,712,' (0x27),'15' (0x0F)
2.482437375,712,'0' (0x00),'128' (0x80)
2.482474625,713,'165' (0xA5),'15' (0x0F)
2.482481,713,'0' (0x00),@ (0x40)
2.482514875,714,'128' (0x80),'15' (0x0F)
2.48252125,714,'15' (0x0F),'15' (0x0F)
2.4825275,714,'1' (0x01),'15' (0x0F)
2.48253375,714,7 (0x37),'15' (0x0F)
2.48254,714,'0' (0x00),'15' (0x0F)
2.4825475,714,L (0x4C),'15' (0x0F)
2.48255475,714,O (0x4F),'15' (0x0F)
2.482562125,714,: (0x3A),'15' (0x0F)
2.482569375,714,3 (0x33),'15' (0x0F)
2.482576625,714,3 (0x33),'15' (0x0F)
2.482584,714,m (0x6D),'15' (0x0F)
2.48259125,714,' ' (0x20),'15' (0x0F)
2.482598625,714,B (0x42),'15' (0x0F)
2.482605875,714,A (0x41),'15' (0x0F)
2.48261325,714,T (0x54),'15' (0x0F)
2.4826205,714,: (0x3A),'15' (0x0F)
2.482627875,714,v (0x76),'15' (0x0F)
2.482666,715,'1' (0x01),'15' (0x0F)
2.48267225,715,'0' (0x00),'4' (0x04)
2.482709375,716,'129' (0x81),'15' (0x0F)
2.482715875,716,'12' (0x0C),'4' (0x04)
2.482767625,717,'1' (0x01),'15' (0x0F)
2.482773875,717,'0' (0x00),'12' (0x0C)
2.482811,718,'129' (0x81),'15' (0x0F)
2.4828175,718,'4' (0x04),'12' (0x0C)
2.482861,719,'1' (0x01),'15' (0x0F)
2.48286725,719,'0' (0x00),'12' (0x0C)
2.482904375,720,'129' (0x81),'15' (0x0F)
2.482910875,720,'0' (0x00),'12' (0x0C)
2.483583375,721,= (0x3D),'15' (0x0F)
2.483589625,721,'0' (0x00),'18' (0x12)
2.483626625,722,'189' (0xBD),'15' (0x0F)
2.483633125,722,'22' (0x16),'18' (0x12)
2.48368475,723,( (0x28),'15' (0x0F)
2.483691,723,'0' (0x00),'0' (0x00)
2.48372825,724,'165' (0xA5),'15' (0x0F)
2.48373475,724,@ (0x40),'0' (0x00)
2.48377375,725,'1' (0x01),'15' (0x0F)
2.48378,725,'0' (0x00),'0' (0x00)
2.48381725,726,'129' (0x81),'15' (0x0F)
2.483823625,726,'16' (0x10),'0' (0x00)
2.483859875,727,' (0x27),'15' (0x0F)
2.483866,727,'0' (0x00),'0' (0x00)
2.4839035,728,' (0x27),'15' (0x0F)
2.483909625,728,'0' (0x00),'16' (0x10)
2.483947125,729,' (0x27),'15' (0x0F)
2.48395325,729,'0' (0x00),'16' (0x10)
2.48399075,730,' (0x27),'15' (0x0F)
2.483996875,730,'0' (0x00),'144' (0x90)
2.484038,731,$ (0x24),'15' (0x0F)
2.48404425,731,'0' (0x00),'255' (0xFF)
2.484084625,732,'1' (0x01),'15' (0x0F)
2.484090875,732,'0' (0x00),'16' (0x10)
2.484128125,733,'129' (0x81),'15' (0x0F)
2.4841345,733,'4' (0x04),'16' (0x10)
2.484196125,734,' (0x27),'15' (0x0F)
2.48420225,734,'0' (0x00),'128' (0x80)
2.4842395,735,'165' (0xA5),'15' (0x0F)
2.484245875,735,'0' (0x00),@ (0x40)
2.48427975,736,'128' (0x80),'15' (0x0F)
2.484286125,736,'15' (0x0F),'15' (0x0F)
2.484292375,736,'1' (0x01),'15' (0x0F)
2.48429875,736,7 (0x37),'15' (0x0F)
2.484304875,736,'0' (0x00),'15' (0x0F)
2.484312375,736,L (0x4C),'15' (0x0F)
2.484319625,736,O (0x4F),'15' (0x0F)
2.484327,736,: (0x3A),'15' (0x0F)
2.48433425,736,3 (0x33),'15' (0x0F)
2.484341625,736,4 (0x34),'15' (0x0F)
2.484348875,736,m (0x6D),'15' (0x0F)
2.48435625,736,' ' (0x20),'15' (0x0F)
2.4843635,736,B (0x42),'15' (0x0F)
2.484370875,736,A (0x41),'15' (0x0F)
2.484378125,736,T (0x54),'15' (0x0F)
2.4843855,736,: (0x3A),'15' (0x0F)
2.48439275,736,v (0x76),'15' (0x0F)
2.484431,737,'1' (0x01),'15' (0x0F)
2.484437125,737,'0' (0x00),'4' (0x04)
2.484474375,738,'129' (0x81),'15' (0x0F)
2.48448075,738,'12' (0x0C),'4' (0x04)
2.484532625,739,'1' (0x01),'15' (0x0F)
2.48453875,739,'0' (0x00),'12' (0x0C)
2.484576,740,'129' (0x81),'15' (0x0F)
2.484582375,740,'4' (0x04),'12' (0x0C)
2.484626,741,'1' (0x01),'15' (0x0F)
2.484632125,741,'0' (0x00),'12' (0x0C)
2.484669375,742,'129' (0x81),'15' (0x0F)
2.484675875,742,'0' (0x00),'12' (0x0C)
2.485348375,743,= (0x3D),'15' (0x0F)
2.485354625,743,'0' (0x00),'18' (0x12)
2.48539175,744,'189' (0xBD),'15' (0x0F)
2.485398125,744,'22' (0x16),'18' (0x12)
2.485449875,745,( (0x28),'15' (0x0F)
2.485456125,745,'0' (0x00),'0' (0x00)
2.485493375,746,'165' (0xA5),'15' (0x0F)
2.485499875,746,@ (0x40),'0' (0x00)
2.485538875,747,'1' (0x01),'15' (0x0F)
2.485545125,747,'0' (0x00),'0' (0x00)
2.485582375,748,'129' (0x81),'15' (0x0F)
2.48558875,748,'16' (0x10),'0' (0x00)
2.485625,749,' (0x27),'15' (0x0F)
2.48563125,749,'0' (0x00),'0' (0x00)
2.485668625,750,' (0x27),'15' (0x0F)
2.485674875,750,'0' (0x00),'16' (0x10)
2.48571225,751,' (0x27),'15' (0x0F)
2.4857185,751,'0' (0x00),'16' (0x10)
2.485755875,752,' (0x27),'15' (0x0F)
2.485762125,752,'0' (0x00),'144' (0x90)
2.48580325,753,$ (0x24),'15' (0x0F)
2.485809375,753,'0' (0x00),'255' (0xFF)
2.485849875,754,'1' (0x01),'15' (0x0F)
2.485856125,754,'0' (0x00),'16' (0x10)
2.48589325,755,'129' (0x81),'15' (0x0F)
2.48589975,755,'4' (0x04),'16' (0x10)
2.485949375,756,' (0x27),'15' (0x0F)
2.4859555,756,'0' (0x00),'128' (0x80)
2.48599275,757,'165' (0xA5),'15' (0x0F)
2.485999125,757,'0' (0x00),@ (0x40)
2.486033125,758,'128' (0x80),'15' (0x0F)
2.486039375,758,'15' (0x0F),'15' (0x0F)
2.486045625,758,'1' (0x01),'15' (0x0F)
2.486052,758,7 (0x37),'15' (0x0F)
2.486058125,758,'0' (0x00),'15' (0x0F)
2.486065625,758,L (0x4C),'15' (0x0F)
2.486072875,758,O (0x4F),'15' (0x0F)
2.48608025,758,: (0x3A),'15' (0x0F)
2.4860875,758,3 (0x33),'15' (0x0F)
2.486094875,758,6 (0x36),'15' (0x0F)
2.486102125,758,m (0x6D),'15' (0x0F)
2.4861095,758,' ' (0x20),'15' (0x0F)
2.48611675,758,B (0x42),'15' (0x0F)
2.486124125,758,A (0x41),'15' (0x0F)
2.486131375,758,T (0x54),'15' (0x0F)
2.48613875,758,: (0x3A),'15' (0x0F)
2.486146,758,v (0x76),'15' (0x0F)
2.486196125,759,'1' (0x01),'15' (0x0F)
2.486202375,759,'0' (0x00),'4' (0x04)
2.4862395,760,'129' (0x81),'15' (0x0F)
2.486246,760,'12' (0x0C),'4' (0x04)
2.48629775,761,'1' (0x01),'15' (0x0F)
2.486304,761,'0' (0x00),'12' (0x0C)
2.486341125,762,'129' (0x81),'15' (0x0F)
2.486347625,762,'4' (0x04),'12' (0x0C)
2.486391125,763,'1' (0x01),'15' (0x0F)
2.48639725,763,'0' (0x00),'12' (0x0C)
2.4864345,764,'129' (0x81),'15' (0x0F)
2.486441,764,'0' (0x00),'12' (0x0C)
2.487114125,765,= (0x3D),'15' (0x0F)
2.48712025,765,'0' (0x00),'18' (0x12)
2.487157375,766,'189' (0xBD),'15' (0x0F)
2.48716375,766,'22' (0x16),'18' (0x12)
2.4872155,767,( (0x28),'15' (0x0F)
2.487221625,767,'0' (0x00),'0' (0x00)
2.487258875,768,'165' (0xA5),'15' (0x0F)
2.487265375,768,@ (0x40),'0' (0x00)
2.4873045,769,'1' (0x01),'15' (0x0F)
2.48731075,769,'0' (0x00),'0' (0x00)
2.487347875,770,'129' (0x81),'15' (0x0F)
2.487354375,770,'16' (0x10),'0' (0x00)
2.4873905,771,' (0x27),'15' (0x0F)
2.48739675,771,'0' (0x00),'0' (0x00)
2.487434125,772,' (0x27),'15' (0x0F)
2.487440375,772,'0' (0x00),'16' (0x10)
2.48747775,773,' (0x27),'15' (0x0F)
2.487484,773,'0' (0x00),'16' (0x10)
2.487521375,774,' (0x27),'15' (0x0F)
2.487527625,774,'0' (0x00),'144' (0x90)
2.48756875,775,$ (0x24),'15' (0x0F)
2.487574875,775,'0' (0x00),'255' (0xFF)
2.487615375,776,'1' (0x01),'15' (0x0F)
2.487621625,776,'0' (0x00),'16' (0x10)
2.48765875,777,'129' (0x81),'15' (0x0F)
2.48766525,777,'4' (0x04),'16' (0x10)
2.48771475,778,' (0x27),'15' (0x0F)
2.487721,778,'0' (0x00),'128' (0x80)
2.487758125,779,'165' (0xA5),'15' (0x0F)
2.487764625,779,'0' (0x00),@ (0x40)
2.4877985,780,'128' (0x80),'15' (0x0F)
2.487804875,780,'15' (0x0F),'15' (0x0F)
2.487811125,780,'1' (0x01),'15' (0x0F)
2.487817375,780,7 (0x37),'15' (0x0F)
2.487823625,780,'0' (0x00),'15' (0x0F)
2.487831,780,L (0x4C),'15' (0x0F)
2.487838375,780,O (0x4F),'15' (0x0F)
2.48784575,780,: (0x3A),'15' (0x0F)
2.487853,780,3 (0x33),'15' (0x0F)
2.48786025,780,7 (0x37),'15' (0x0F)
2.487867625,780,m (0x6D),'15' (0x0F)
2.487874875,780,' ' (0x20),'15' (0x0F)
2.48788225,780,B (0x42),'15' (0x0F)
2.4878895,780,A (0x41),'15' (0x0F)
2.487896875,780,T (0x54),'15' (0x0F)
2.48790425,780,: (0x3A),'15' (0x0F)
2.4879115,780,v (0x76),'15' (0x0F)
2.487949625,781,'1' (0x01),'15' (0x0F)
2.487955875,781,'0' (0x00),'4' (0x04)
2.487993,782,'129' (0x81),'15' (0x0F)
2.4879995,782,'12' (0x0C),'4' (0x04)
2.48805125,783,'1' (0x01),'15' (0x0F)
2.4880575,783,'0' (0x00),'12' (0x0C)
2.48809475,784,'129' (0x81),'15' (0x0F)
2.488101125,784,'4' (0x04),'12' (0x0C)
2.48814475,785,'1' (0x01),'15' (0x0F)
2.488150875,785,'0' (0x00),'12' (0x0C)
2.4882,786,'129' (0x81),'15' (0x0F)
2.4882065,786,'0' (0x00),'12' (0x0C)
2.48888,787,= (0x3D),'15' (0x0F)
2.48888625,787,'0' (0x00),'18' (0x12)
2.48892325,788,'189' (0xBD),'15' (0x0F)
2.48892975,788,'22' (0x16),'18' (0x12)
2.488981375,789,( (0x28),'15' (0x0F)
2.488987625,789,'0' (0x00),'0' (0x00)
2.489024875,790,'165' (0xA5),'15' (0x0F)
2.489031375,790,@ (0x40),'0' (0x00)
2.4890705,791,'1' (0x01),'15' (0x0F)
2.489076625,791,'0' (0x00),'0' (0x00)
2.489113875,792,'129' (0x81),'15' (0x0F)
2.48912025,792,'16' (0x10),'0' (0x00)
2.4891565,793,' (0x27),'15' (0x0F)
2.489162625,793,'0' (0x00),'0' (0x00)
2.489200125,794,' (0x27),'15' (0x0F)
2.48920625,794,'0' (0x00),'16' (0x10)
2.48924375,795,' (0x27),'15' (0x0F)
2.489249875,795,'0' (0x00),'16' (0x10)
2.489287375,796,' (0x27),'15' (0x0F)
2.4892935,796,'0' (0x00),'144' (0x90)
2.489334625,797,$ (0x24),'15' (0x0F)
2.489340875,797,'0' (0x00),'255' (0xFF)
2.48938125,798,'1' (0x01),'15' (0x0F)
2.4893875,798,'0' (0x00),'16' (0x10)
2.489424625,799,'129' (0x81),'15' (0x0F)
2.489431125,799,'4' (0x04),'16' (0x10)
2.48948075,800,' (0x27),'15' (0x0F)
2.489486875,800,'0' (0x00),'128' (0x80)
2.489524,801,'165' (0xA5),'15' (0x0F)
2.4895305,801,'0' (0x00),@ (0x40)
2.489564375,802,'128' (0x80),'15' (0x0F)
2.48957075,802,'15' (0x0F),'15' (0x0F)
2.489576875,802,'1' (0x01),'15' (0x0F)
2.48958325,802,7 (0x37),'15' (0x0F)
2.4895895,802,'0' (0x00),'15' (0x0F)
2.489596875,802,L (0x4C),'15' (0x0F)
2.48960425,802,O (0x4F),'15' (0x0F)
2.4896115,802,: (0x3A),'15' (0x0F)
2.489618875,802,3 (0x33),'15' (0x0F)
2.489626125,802,8 (0x38),'15' (0x0F)
2.4896335,802,m (0x6D),'15' (0x0F)
2.48964075,802,' ' (0x20),'15' (0x0F)
2.489648125,802,B (0x42),'15' (0x0F)
2.489655375,802,A (0x41),'15' (0x0F)
2.48966275,802,T (0x54),'15' (0x0F)
2.48967,802,: (0x3A),'15' (0x0F)
2.489677375,802,v (0x76),'15' (0x0F)
2.4897155,803,'1' (0x01),'15' (0x0F)
2.48972175,803,'0' (0x00),'4' (0x04)
2.489758875,804,'129' (0x81),'15' (0x0F)
2.489765375,804,'12' (0x0C),'4' (0x04)
2.489817125,805,'1' (0x01),'15' (0x0F)
2.489823375,805,'0' (0x00),'12' (0x0C)
2.4898605,806,'129' (0x81),'15' (0x0F)
2.489867,806,'4' (0x04),'12' (0x0C)
2.4899105,807,'1' (0x01),'15' (0x0F)
2.48991675,807,'0' (0x00),'12' (0x0C)
2.489953875,808,'129' (0x81),'15' (0x0F)
2.489960375,808,'0' (0x00),'12' (0x0C)
2.4906465,809,= (0x3D),'15' (0x0F)
2.490652625,809,'0' (0x00),'18' (0x12)
2.49068975,810,'189' (0xBD),'15' (0x0F)
2.49069625,810,'22' (0x16),'18' (0x12)
2.490747875,811,( (0x28),'15' (0x0F)
2.490754125,811,'0' (0x00),'0' (0x00)
2.490791375,812,'165' (0xA5),'15' (0x0F)
2.490797875,812,@ (0x40),'0' (0x00)
2.490837,813,'1' (0x01),'15' (0x0F)
2.490843125,813,'0' (0x00),'0' (0x00)
2.490880375,814,'129' (0x81),'15' (0x0F)
2.49088675,814,'16' (0x10),'0' (0x00)
2.490923,815,' (0x27),'15' (0x0F)
2.49092925,815,'0' (0x00),'0' (0x00)
2.490966625,816,' (0x27),'15' (0x0F)
2.490972875,816,'0' (0x00),'16' (0x10)
2.49101025,817,' (0x27),'15' (0x0F)
2.4910165,817,'0' (0x00),'16' (0x10)
2.491053875,818,' (0x27),'15' (0x0F)
2.491060125,818,'0' (0x00),'144' (0x90)
2.491101125,819,$ (0x24),'15' (0x0F)
2.491107375,819,'0' (0x00),'255' (0xFF)
2.491147875,820,'1' (0x01),'15' (0x0F)
2.491154,820,'0' (0x00),'16' (0x10)
2.49119125,821,'129' (0x81),'15' (0x0F)
2.491197625,821,'4' (0x04),'16' (0x10)
2.49124725,822,' (0x27),'15' (0x0F)
2.4912535,822,'0' (0x00),'128' (0x80)
2.491290625,823,'165' (0xA5),'15' (0x0F)
2.491297125,823,'0' (0x00),@ (0x40)
2.491331,824,'128' (0x80),'15' (0x0F)
2.491337375,824,'15' (0x0F),'15' (0x0F)
2.4913435,824,'1' (0x01),'15' (0x0F)
2.491349875,824,7 (0x37),'15' (0x0F)
2.491356125,824,'0' (0x00),'15' (0x0F)
2.4913635,824,L (0x4C),'15' (0x0F)
2.491370875,824,O (0x4F),'15' (0x0F)
2.491378125,824,: (0x3A),'15' (0x0F)
2.4913855,824,3 (0x33),'15' (0x0F)
2.49139275,824,9 (0x39),'15' (0x0F)
2.491400125,824,m (0x6D),'15' (0x0F)
2.491407375,824,' ' (0x20),'15' (0x0F)
2.49141475,824,B (0x42),'15' (0x0F)
2.491422,824,A (0x41),'15' (0x0F)
2.491429375,824,T (0x54),'15' (0x0F)
2.491436625,824,: (0x3A),'15' (0x0F)
2.491444,824,v (0x76),'15' (0x0F)
2.491482125,825,'1' (0x01),'15' (0x0F)
2.49148825,825,'0' (0x00),'4' (0x04)
2.4915255,826,'129' (0x81),'15' (0x0F)
2.491531875,826,'12' (0x0C),'4' (0x04)
2.49158375,827,'1' (0x01),'15' (0x0F)
2.49159,827,'0' (0x00),'12' (0x0C)
